window_id,primary_oracle_source,timestamp,price
link_weth_3000_month_23479243_23486442_w01,chainlink,1759276559,0.005144424905512773
link_weth_3000_month_23479243_23486442_w01,chainlink,1759278227,0.005117479890055579
link_weth_3000_month_23479243_23486442_w01,chainlink,1759279103,0.005091145309293906
link_weth_3000_month_23479243_23486442_w01,chainlink,1759280147,0.005121391909773481
link_weth_3000_month_23479243_23486442_w01,chainlink,1759280195,0.005121385504405405
link_weth_3000_month_23479243_23486442_w01,chainlink,1759282223,0.005147105811634783
link_weth_3000_month_23479243_23486442_w01,chainlink,1759283135,0.005120544884827086
link_weth_3000_month_23479243_23486442_w01,chainlink,1759283387,0.005146370323442317
link_weth_3000_month_23479243_23486442_w01,chainlink,1759285727,0.005177222730599848
link_weth_3000_month_23479243_23486442_w01,chainlink,1759286423,0.005150771444996596
link_weth_3000_month_23479243_23486442_w01,chainlink,1759286759,0.005164609556550323
link_weth_3000_month_23479243_23486442_w01,chainlink,1759288619,0.005138417341153852
link_weth_3000_month_23479243_23486442_w01,chainlink,1759290359,0.005110689403884842
link_weth_3000_month_23479243_23486442_w01,chainlink,1759290395,0.005135385438110919
link_weth_3000_month_23479243_23486442_w01,chainlink,1759293035,0.005165836274245248
link_weth_3000_month_23479243_23486442_w01,chainlink,1759293179,0.005140041910563531
link_weth_3000_month_23479243_23486442_w01,chainlink,1759294391,0.005112973436594032
link_weth_3000_month_23479243_23486442_w01,chainlink,1759295591,0.005143787877694293
link_weth_3000_month_23479243_23486442_w01,chainlink,1759296755,0.005116864750617711
link_weth_3000_month_23479243_23486442_w01,chainlink,1759296791,0.005128461603278004
link_weth_3000_month_23479243_23486442_w01,chainlink,1759300367,0.00512390782794864
link_weth_3000_month_23479243_23486442_w01,chainlink,1759300415,0.005135486457206776
link_weth_3000_month_23479243_23486442_w01,chainlink,1759301507,0.005108343495938621
link_weth_3000_month_23479243_23486442_w01,chainlink,1759302827,0.005133994423295777
link_weth_3000_month_23479243_23486442_w01,chainlink,1759303907,0.005159798154576817
link_weth_3000_month_23479243_23486442_w01,chainlink,1759304051,0.005158660840008725
link_weth_3000_month_23479243_23486442_w01,chainlink,1759305635,0.005148536740064337
link_weth_3000_month_23479243_23486442_w01,chainlink,1759305647,0.005144088235885614
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307375,0.005172544569255574
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307495,0.005144668587190937
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307531,0.005116931943967326
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307543,0.005155492576052521
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307723,0.0051814954769266
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307807,0.005153155628924118
link_weth_3000_month_23479243_23486442_w01,chainlink,1759307963,0.005180514650330833
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308131,0.005153478778051949
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308179,0.00517925279767194
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308323,0.005140134684077999
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308431,0.005167376705510335
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308551,0.00514057877315814
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308659,0.005170863482002006
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308659,0.005139471584782906
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308803,0.005112168737644805
link_weth_3000_month_23479243_23486442_w01,chainlink,1759308815,0.00514526647178921
link_weth_3000_month_23479243_23486442_w01,chainlink,1759309223,0.005172561934261236
link_weth_3000_month_23479243_23486442_w01,chainlink,1759312427,0.005150395285004602
link_weth_3000_month_23479243_23486442_w01,chainlink,1759312859,0.005168030628395748
link_weth_3000_month_23479243_23486442_w01,chainlink,1759313303,0.005141723560517466
link_weth_3000_month_23479243_23486442_w01,chainlink,1759314791,0.005168619164058283
link_weth_3000_month_23479243_23486442_w01,chainlink,1759316903,0.005195948061261396
link_weth_3000_month_23479243_23486442_w01,chainlink,1759318415,0.005175624782422371
link_weth_3000_month_23479243_23486442_w01,chainlink,1759318775,0.005145129416666445
link_weth_3000_month_23479243_23486442_w01,chainlink,1759320035,0.00517337741787186
link_weth_3000_month_23479243_23486442_w01,chainlink,1759322039,0.005174387471597024
link_weth_3000_month_23479243_23486442_w01,chainlink,1759323455,0.005144655337651453
link_weth_3000_month_23479243_23486442_w01,chainlink,1759324511,0.005171876998387414
link_weth_3000_month_23479243_23486442_w01,chainlink,1759325651,0.005182994583891444
link_weth_3000_month_23479243_23486442_w01,chainlink,1759327535,0.005154357596256312
link_weth_3000_month_23479243_23486442_w01,chainlink,1759328147,0.005165476428207385
link_weth_3000_month_23479243_23486442_w01,chainlink,1759329311,0.005192095630820553
link_weth_3000_month_23479243_23486442_w01,chainlink,1759329611,0.005164351270453178
link_weth_3000_month_23479243_23486442_w01,chainlink,1759331591,0.005190520413811311
link_weth_3000_month_23479243_23486442_w01,chainlink,1759332515,0.005162815625023531
link_weth_3000_month_23479243_23486442_w01,chainlink,1759332923,0.005166167893854734
link_weth_3000_month_23479243_23486442_w01,chainlink,1759336151,0.005173564523167646
link_weth_3000_month_23479243_23486442_w01,chainlink,1759336535,0.005179409566781877
link_weth_3000_month_23479243_23486442_w01,chainlink,1759339787,0.005197036000311935
link_weth_3000_month_23479243_23486442_w01,chainlink,1759340159,0.005201356476327888
link_weth_3000_month_23479243_23486442_w01,chainlink,1759341119,0.005172878342407428
link_weth_3000_month_23479243_23486442_w01,chainlink,1759341131,0.005202436725426104
link_weth_3000_month_23479243_23486442_w01,chainlink,1759343159,0.005232177162991664
link_weth_3000_month_23479243_23486442_w01,chainlink,1759343951,0.005205190056590865
link_weth_3000_month_23479243_23486442_w01,chainlink,1759345811,0.00523432725170784
link_weth_3000_month_23479243_23486442_w01,chainlink,1759347587,0.00522280943379658
link_weth_3000_month_23479243_23486442_w01,chainlink,1759349447,0.005202993469549985
link_weth_3000_month_23479243_23486442_w01,chainlink,1759351211,0.005200486673806218
link_weth_3000_month_23479243_23486442_w01,chainlink,1759352987,0.005173421691949544
