pool,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,mean_solver_payout_bps,n_trigger_events,lp_net_quote_token,fixed_fee_v3_recapture_pct,reprice_execution_rate,window_count
wbtc_usdc_500,5.0,1.0,10.0,0.5,500.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,0.5,2500.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,0.5,5000.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,1.0,500.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,1.0,2500.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,1.0,5000.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,5.0,500.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,5.0,2500.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,10.0,5.0,5000.0,99.88609916291459,1.0,9.996736780124285,885,-105.76577648469146,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,0.5,500.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,0.5,2500.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,0.5,5000.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,1.0,500.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,1.0,2500.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,1.0,5000.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,5.0,500.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,5.0,2500.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,30.0,5.0,5000.0,99.68616442731211,1.0,29.990210340372858,885,-291.42071193878843,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,0.5,500.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,0.5,2500.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,0.5,5000.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,1.0,500.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,1.0,2500.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,1.0,5000.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,5.0,500.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,5.0,2500.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,1.0,100.0,5.0,5000.0,98.9863928527034,1.0,99.96736780124286,885,-941.2129860281277,16.900078994469066,1.0,31
wbtc_usdc_500,5.0,5.0,10.0,0.5,500.0,99.83506995788443,0.7430426716141002,16.49300421155669,1078,-152.93610605576094,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,0.5,2500.0,99.83506995788443,0.7430426716141002,16.49300421155669,1078,-152.93610605576094,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,0.5,5000.0,99.83506995788443,0.7430426716141002,16.49300421155669,1078,-152.93610605576094,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,1.0,500.0,99.77013563986958,0.7430426716141002,22.9864360130415,1078,-213.14831251126395,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,1.0,2500.0,99.77013563986958,0.7430426716141002,22.9864360130415,1078,-213.14831251126395,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,1.0,5000.0,99.77013563986958,0.7430426716141002,22.9864360130415,1078,-213.14831251126395,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,5.0,500.0,99.2521074332017,0.7430426716141002,74.78925667983033,1078,-693.5048063228796,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,5.0,2500.0,99.2521074332017,0.7430426716141002,74.78925667983033,1078,-693.5048063228796,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,10.0,5.0,5000.0,99.2521074332017,0.7430426716141002,74.78925667983033,1078,-693.5048063228796,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,0.5,500.0,99.63507966041914,0.7430426716141002,36.49203395808643,1078,-338.3828382032275,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,0.5,2500.0,99.63507966041914,0.7430426716141002,36.49203395808643,1078,-338.3828382032275,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,0.5,5000.0,99.63507966041914,0.7430426716141002,36.49203395808643,1078,-338.3828382032275,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,1.0,500.0,99.57014534240429,0.7430426716141002,42.98546575957124,1078,-398.59504465873044,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,1.0,2500.0,99.57014534240429,0.7430426716141002,42.98546575957124,1078,-398.59504465873044,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,1.0,5000.0,99.57014534240429,0.7430426716141002,42.98546575957124,1078,-398.59504465873044,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,5.0,500.0,99.05214638791352,0.7430426716141002,94.78536120864749,1078,-878.9244135511628,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,5.0,2500.0,99.05214638791352,0.7430426716141002,94.78536120864749,1078,-878.9244135511628,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,30.0,5.0,5000.0,99.05214638791352,0.7430426716141002,94.78536120864749,1078,-878.9244135511628,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,0.5,500.0,98.93511361929059,0.7430426716141002,106.48863807094054,1078,-987.4464007193603,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,0.5,2500.0,98.93511361929059,0.7430426716141002,106.48863807094054,1078,-987.4464007193603,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,0.5,5000.0,98.93511361929059,0.7430426716141002,106.48863807094054,1078,-987.4464007193603,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,1.0,500.0,98.87017930127574,0.7430426716141002,112.98206987242534,1078,-1047.6586071748634,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,1.0,2500.0,98.87017930127574,0.7430426716141002,112.98206987242534,1078,-1047.6586071748634,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,1.0,5000.0,98.87017930127574,0.7430426716141002,112.98206987242534,1078,-1047.6586071748634,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,5.0,500.0,98.35228272940492,0.7430426716141002,164.77172705950753,1078,-1527.893038850154,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,5.0,2500.0,98.35228272940492,0.7430426716141002,164.77172705950753,1078,-1527.893038850154,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,5.0,100.0,5.0,5000.0,98.35228272940492,0.7430426716141002,164.77172705950753,1078,-1527.893038850154,16.900078994469066,0.7430426716141002,31
wbtc_usdc_500,5.0,30.0,10.0,0.5,500.0,99.0103522216013,0.0900212314225053,98.96477783987065,2355,-854.0096511788859,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,0.5,2500.0,99.0103522216013,0.0900212314225053,98.96477783987065,2355,-854.0096511788859,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,0.5,5000.0,99.0103522216013,0.0900212314225053,98.96477783987065,2355,-854.0096511788859,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,1.0,500.0,98.13301298882975,0.0900212314225053,186.6987011170255,2355,-1611.1034258520438,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,1.0,2500.0,98.13301298882975,0.0900212314225053,186.6987011170255,2355,-1611.1034258520438,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,1.0,5000.0,98.13301298882975,0.0900212314225053,186.6987011170255,2355,-1611.1034258520438,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,5.0,500.0,91.6802418178176,0.0900212314225053,831.9758182182401,2355,-7179.477323290438,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,5.0,2500.0,91.6802418178176,0.0900212314225053,831.9758182182401,2355,-7179.477323290438,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,10.0,5.0,5000.0,91.6802418178176,0.0900212314225053,831.9758182182401,2355,-7179.477323290438,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,0.5,500.0,98.81279744572248,0.0900212314225053,118.72025542775185,2355,-1024.488167798176,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,0.5,2500.0,98.81279744572248,0.0900212314225053,118.72025542775185,2355,-1024.488167798176,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,0.5,5000.0,98.81279744572248,0.0900212314225053,118.72025542775185,2355,-1024.488167798176,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,1.0,500.0,97.9357940827803,0.0900212314225053,206.42059172196952,2355,-1781.2921059435466,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,1.0,2500.0,97.9357940827803,0.0900212314225053,206.42059172196952,2355,-1781.2921059435466,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,1.0,5000.0,97.9357940827803,0.0900212314225053,206.42059172196952,2355,-1781.2921059435466,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,5.0,500.0,91.49910528505036,0.0900212314225053,850.0894714949632,2355,-7335.787831474061,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,5.0,2500.0,91.49910528505036,0.0900212314225053,850.0894714949632,2355,-7335.787831474061,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,30.0,5.0,5000.0,91.49910528505036,0.0900212314225053,850.0894714949632,2355,-7335.787831474061,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,0.5,500.0,98.12244949759068,0.0900212314225053,187.75505024093246,2355,-1620.2191169749055,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,0.5,2500.0,98.12244949759068,0.0900212314225053,187.75505024093246,2355,-1620.2191169749055,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,0.5,5000.0,98.12244949759068,0.0900212314225053,187.75505024093246,2355,-1620.2191169749055,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,1.0,500.0,97.2466216790513,0.0900212314225053,275.33783209487,2355,-2376.0086272730214,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,1.0,2500.0,97.2466216790513,0.0900212314225053,275.33783209487,2355,-2376.0086272730214,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,1.0,5000.0,97.2466216790513,0.0900212314225053,275.33783209487,2355,-2376.0086272730214,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,5.0,500.0,90.87133294008567,0.0900212314225053,912.8667059914337,2355,-7877.519600134758,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,5.0,2500.0,90.87133294008567,0.0900212314225053,912.8667059914337,2355,-7877.519600134758,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,5.0,30.0,100.0,5.0,5000.0,90.87133294008567,0.0900212314225053,912.8667059914337,2355,-7877.519600134758,16.900078994469066,0.0900212314225053,31
wbtc_usdc_500,10.0,1.0,10.0,0.5,500.0,99.68378845056569,1.0,9.96939908340354,791,-293.626990943632,16.900078994469066,1.0,31
