pool,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,mean_solver_payout_bps,n_trigger_events,lp_net_quote_token,fixed_fee_v3_recapture_pct,reprice_execution_rate,window_count
uni_weth_3000,5.0,1.0,10.0,0.5,500.0,99.88949865438565,0.9995635093845482,10.47873085875465,2291,-0.1103722289364157,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,10.0,0.5,2500.0,99.89575201573582,1.0,9.999082566955162,2307,-0.1397600777091693,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,10.0,0.5,5000.0,99.89575201573582,1.0,9.999082566955162,2307,-0.1397600777091693,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,10.0,1.0,500.0,99.88469903184205,0.9995635093845482,10.95869311311538,2291,-0.11516624330109354,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,10.0,1.0,2500.0,99.89575201573582,1.0,9.999082566955162,2307,-0.1397600777091693,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,10.0,1.0,5000.0,99.89575201573582,1.0,9.999082566955162,2307,-0.1397600777091693,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,10.0,5.0,500.0,99.84630205149318,0.9995635093845482,14.798391148001219,2291,-0.15351835821851628,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,10.0,5.0,2500.0,99.89575201573582,1.0,9.999082566955162,2307,-0.1397600777091693,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,10.0,5.0,5000.0,99.89575201573582,1.0,9.999082566955162,2307,-0.1397600777091693,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,30.0,0.5,500.0,99.68952328229777,0.9995635093845482,30.47626806754249,2291,-0.3101139373022068,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,30.0,0.5,2500.0,99.69577036439671,1.0,29.997247700865486,2307,-0.40786551234982327,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,30.0,0.5,5000.0,99.69577036439671,1.0,29.997247700865486,2307,-0.40786551234982327,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,30.0,1.0,500.0,99.68472365975417,0.9995635093845482,30.95623032190322,2291,-0.3149079516668847,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,30.0,1.0,2500.0,99.69577036439671,1.0,29.997247700865486,2307,-0.40786551234982327,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,30.0,1.0,5000.0,99.69577036439671,1.0,29.997247700865486,2307,-0.40786551234982327,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,30.0,5.0,500.0,99.6463266794053,0.9995635093845482,34.79592835678906,2291,-0.3532600665843074,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,30.0,5.0,2500.0,99.69577036439671,1.0,29.997247700865486,2307,-0.40786551234982327,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,30.0,5.0,5000.0,99.69577036439671,1.0,29.997247700865486,2307,-0.40786551234982327,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,100.0,0.5,500.0,98.98960947999021,0.9995635093845482,100.46764829829993,2291,-1.009209916582476,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,100.0,0.5,2500.0,98.99583458470985,1.0,99.99082566955161,2307,-1.3462345335921122,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,100.0,0.5,5000.0,98.99583458470985,1.0,99.99082566955161,2307,-1.3462345335921122,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,100.0,1.0,500.0,98.98480985744659,0.9995635093845482,100.94761055266066,2291,-1.0140039309471538,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,100.0,1.0,2500.0,98.99583458470985,1.0,99.99082566955161,2307,-1.3462345335921122,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,100.0,1.0,5000.0,98.99583458470985,1.0,99.99082566955161,2307,-1.3462345335921122,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,100.0,5.0,500.0,98.94641287709773,0.9995635093845482,104.7873085875465,2291,-1.0523560458645764,37.73564786993274,0.9995635093845482,31
uni_weth_3000,5.0,1.0,100.0,5.0,2500.0,98.99583458470985,1.0,99.99082566955161,2307,-1.3462345335921122,37.73564786993274,1.0,31
uni_weth_3000,5.0,1.0,100.0,5.0,5000.0,98.99583458470985,1.0,99.99082566955161,2307,-1.3462345335921122,37.73564786993274,1.0,31
uni_weth_3000,5.0,5.0,10.0,0.5,500.0,99.87537758666817,0.9512195121951219,12.462241333183036,2296,-0.12358186430132681,37.73564786993274,0.9512195121951219,31
