pool,trigger_gap_bps,base_fee_bps,start_concession_bps,concession_growth_bps_per_sec,max_fee_bps,recapture_pct,auction_clear_rate,mean_solver_payout_bps,n_trigger_events,lp_net_quote_token,fixed_fee_v3_recapture_pct,reprice_execution_rate,window_count
weth_usdc_3000,5.0,1.0,10.0,0.5,500.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,0.5,2500.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,0.5,5000.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,1.0,500.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,1.0,2500.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,1.0,5000.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,5.0,500.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,5.0,2500.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,10.0,5.0,5000.0,99.89472322913184,1.0,9.998775336367043,1298,-0.9148758770781941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,0.5,500.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,0.5,2500.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,0.5,5000.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,1.0,500.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,1.0,2500.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,1.0,5000.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,5.0,500.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,5.0,2500.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,30.0,5.0,5000.0,99.6947477224045,1.0,29.996326009101132,1298,-2.652702423263249,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,0.5,500.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,0.5,2500.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,0.5,5000.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,1.0,500.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,1.0,2500.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,1.0,5000.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,5.0,500.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,5.0,2500.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,1.0,100.0,5.0,5000.0,98.9948334488588,1.0,99.98775336367044,1298,-8.735095334910941,52.10052608292696,1.0,31
weth_usdc_3000,5.0,5.0,10.0,0.5,500.0,99.87090298625102,0.9026162790697675,12.909701374896953,1376,-1.1218880330804306,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,0.5,2500.0,99.87090298625102,0.9026162790697675,12.909701374896953,1376,-1.1218880330804306,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,0.5,5000.0,99.87090298625102,0.9026162790697675,12.909701374896953,1376,-1.1218880330804306,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,1.0,500.0,99.84180597250206,0.9026162790697675,15.819402749793905,1376,-1.374748967469056,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,1.0,2500.0,99.84180597250206,0.9026162790697675,15.819402749793905,1376,-1.374748967469056,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,1.0,5000.0,99.84180597250206,0.9026162790697675,15.819402749793905,1376,-1.374748967469056,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,5.0,500.0,99.60935263676686,0.9026162790697675,39.06473632331442,1376,-3.3948314468210303,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,5.0,2500.0,99.60935263676686,0.9026162790697675,39.06473632331442,1376,-3.3948314468210303,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,10.0,5.0,5000.0,99.60935263676686,0.9026162790697675,39.06473632331442,1376,-3.3948314468210303,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,0.5,500.0,99.67090639580898,0.9026162790697675,32.90936041910094,1376,-2.8599126004814215,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,0.5,2500.0,99.67090639580898,0.9026162790697675,32.90936041910094,1376,-2.8599126004814215,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,0.5,5000.0,99.67090639580898,0.9026162790697675,32.90936041910094,1376,-2.8599126004814215,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,1.0,500.0,99.64180938206002,0.9026162790697675,35.81906179399789,1376,-3.112773534870047,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,1.0,2500.0,99.64180938206002,0.9026162790697675,35.81906179399789,1376,-3.112773534870047,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,1.0,5000.0,99.64180938206002,0.9026162790697675,35.81906179399789,1376,-3.112773534870047,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,5.0,500.0,99.40936211942257,0.9026162790697675,59.06378805774351,1376,-5.132803237356852,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,5.0,2500.0,99.40936211942257,0.9026162790697675,59.06378805774351,1376,-5.132803237356852,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,30.0,5.0,5000.0,99.40936211942257,0.9026162790697675,59.06378805774351,1376,-5.132803237356852,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,0.5,500.0,98.97092424397168,0.9026162790697675,102.90757560283221,1376,-8.942947185953686,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,0.5,2500.0,98.97092424397168,0.9026162790697675,102.90757560283221,1376,-8.942947185953686,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,0.5,5000.0,98.97092424397168,0.9026162790697675,102.90757560283221,1376,-8.942947185953686,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,1.0,500.0,98.94182723022271,0.9026162790697675,105.81727697772916,1376,-9.195808120342312,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,1.0,2500.0,98.94182723022271,0.9026162790697675,105.81727697772916,1376,-9.195808120342312,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,1.0,5000.0,98.94182723022271,0.9026162790697675,105.81727697772916,1376,-9.195808120342312,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,5.0,500.0,98.70940122342738,0.9026162790697675,129.05987765726263,1376,-11.215653103801026,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,5.0,2500.0,98.70940122342738,0.9026162790697675,129.05987765726263,1376,-11.215653103801026,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,5.0,100.0,5.0,5000.0,98.70940122342738,0.9026162790697675,129.05987765726263,1376,-11.215653103801026,52.10052608292696,0.9026162790697675,31
weth_usdc_3000,5.0,30.0,10.0,0.5,500.0,99.22281479216073,0.22249752229930625,77.7185207839263,2018,-6.755277918619782,52.10052608292696,0.22249752229930625,31
weth_usdc_3000,5.0,30.0,10.0,0.5,2500.0,99.22281479216073,0.22249752229930625,77.7185207839263,2018,-6.755277918619782,52.10052608292696,0.22249752229930625,31
weth_usdc_3000,5.0,30.0,10.0,0.5,5000.0,99.22281479216073,0.22249752229930625,77.7185207839263,2018,-6.755277918619782,52.10052608292696,0.22249752229930625,31
weth_usdc_3000,5.0,30.0,10.0,1.0,500.0,98.55312207610496,0.22249752229930625,144.68779238950486,2018,-12.576233298881988,52.10052608292696,0.22249752229930625,31
weth_usdc_3000,5.0,30.0,10.0,1.0,2500.0,98.55312207610496,0.22249752229930625,144.68779238950486,2018,-12.576233298881988,52.10052608292696,0.22249752229930625,31
weth_usdc_3000,5.0,30.0,10.0,1.0,5000.0,98.55312207610496,0.22249752229930625,144.68779238950486,2018,-12.576233298881988,52.10052608292696,0.22249752229930625,31
