tick_index,liquidity_net,liquidity_gross
-887220,8180081021341517818791,8180081021341517818791
-138180,11899009282092380190,11899009282092380190
-92100,3396795668597142684,3396795668597142684
-74100,11937887416156827,11937887416156827
-71280,275769834487025322209,275769834487025322209
-70740,6069726576598337,6069726576598337
-69060,191624981195003916559,191624981195003916559
-67860,5207604515664681738,5207604515664681738
-65940,1002418765653509,1002418765653509
-65520,42406379348915729,42406379348915729
-65040,61212300311004701153,61212300311004701153
-64920,14570205441241158792,14570205441241158792
-64860,842606642774976842,842606642774976842
-64740,6662385396693913,6662385396693913
-63960,16305611726486949272,16305611726486949272
-63660,901958884621048142,901958884621048142
-63540,137118254714340889,137118254714340889
-63060,39029783690947203723,39029783690947203723
-62880,10389902100904243754,10389902100904243754
-62760,209966178534414,209966178534414
-62640,13098640670420431614,13098640670420431614
-62520,1323592610230057116,1323592610230057116
-62400,184312536230547914581,184312536230547914581
-62340,45366909348199534,45366909348199534
-62160,165146267227217333693,165146267227217333693
-62100,727062484712924913,727062484712924913
-62040,52471354398147812390,52471354398147812390
-61980,251006280612443937,251006280612443937
-61920,104036822686776164957,104036822686776164957
-61860,2599539544689087067,2599539544689087067
-61800,35183885730999650177,35183885730999650177
-61740,8358200165668519126,8358200165668519126
-61680,52832466057998187,52832466057998187
-61620,2101024795573844596,2101024795573844596
-61560,244081160664806905,244081160664806905
-61500,1044375502573044425,1044375502573044425
-61440,28890770072567963755,28890770072567963755
-61380,22513524775740667,22513524775740667
-61320,69953509697218672859,69953509697218672859
-61260,59238790529105305687,59238790529105305687
-61200,15736553236515811111,15736553236515811111
-61140,13777521055229231564,13777521055229231564
-61080,45532534382483688,45532534382483688
-61020,3333227602575200885,3333227602575200885
-60960,30287767432055310,30287767432055310
-60900,69309595626540258,69309595626540258
-60840,68616771419535689856,68616771419535689856
-60780,101068953195347222533,101068953195347222533
-60720,1161391157730884,1161391157730884
-60660,1039349674015067692062,1039349674015067692062
-60600,4121369911058637402,4127098140314504364
-60540,222738604294310834902,222738604294310834902
-60480,16143642961794187638,16143642961794187638
-60420,24686913677653314,24686913677653314
-60300,64367234465447842792,64367234465447842792
-60240,2401044204397342377,2401044204397342377
-60180,323558283717059750817,323558283717059750817
-60120,20785308632673520,20785308632673520
-60060,23030612029129570,23030612029129570
-60000,19507476336207400096,19507476336207400096
-59940,6551641457388652261570,6551641457388652261570
-59880,399453343385657358196,399453343385657358196
-59820,138320594358695933036,138320594358695933036
-59760,52909536168879264160,52909536168879264160
-59700,3845075089648740584,3845075089648740584
-59640,72820288063663870370,72820288063663870370
-59580,7184350735210795812,7184350735210795812
-59520,43807592457321036722,43807592457321036722
-59460,10455218688499017055,10455218688499017055
-59400,1640133870993814091,1640133870993814091
-59340,32929098130422882359,32929098130422882359
-59220,161901197665864772107,161901197665864772107
-59160,181392750413656320426,181392750413656320426
-59100,65225443494397677861,65225443494397677861
-59040,292901868350906418791,292901868350906418791
-58980,25713707808966300791453,25713707808966300791453
-58920,22590518292591137,22590518292591137
-58860,277293280561603311106,277293280561603311106
-58800,300864426200301985640,300864426200301985640
-58740,53718582002964210647,53718582002964210647
-58680,10804822422373691234,10804822422373691234
-58620,3664643017815733862,3664643017815733862
-58560,61427360294174649810,61427360294174649810
-58500,32667947341964334238,32667947341964334238
-58440,16783570328794795116,16783570328794795116
-58380,130950454411297457,130950454411297457
-58320,533684322457653172239,533684322457653172239
-58260,19102599094545651864,34231159960303223490
-58200,-2515482663724731403,41661130204066529009
-58140,976062414137907186343,1011249827863893527561
-58080,957885312316285811221,979807356029243848045
-58020,20197100572149950990,20197100572149950990
-57840,20466743099943114270,20466743099943114270
-57780,1406134988810105400,1406134988810105400
-57720,101279476164050323973,101279476164050323973
-57660,2198864023630734777,2198864023630734777
-57600,4952772162114323123,4952772162114323123
-57480,287964016475303731334,287964016475303731334
-57420,301815181898412107841,301815181898412107841
-57360,158253257273063705873,158253257273063705873
-57300,822767947444855102,822767947444855102
-57180,456736603206068748327,458212868114239842571
-57120,1655821911259062200947,1679089397090118601569
-57060,1362923295142831527156,1368409857130500138512
-57000,1738665493119333651622,1738665493119333651622
-56940,2438661296432216208,4522301044169295150
-56880,142380174223979611535,142380174223979611535
-56820,606973439432904851130,613934401773506362488
-56760,49321427601307924759,49321427601307924759
-56700,16482790289962686003,16482790289962686003
-56640,49861796134091075207,49861796134091075207
-56580,90271066160859162261,91036670149851543183
-56520,16057740109522724286,16057740109522724286
-56460,156066688957720072278,156066688957720072278
-56400,14714207748480553308,25011993768037430214
-56340,60692777177607064396,60692777177607064396
-56280,197133103091672933526,197133103091672933526
-56160,2191260014293091382019,2198421618274806642355
-56100,157590818323866350831,157590818323866350831
-56040,343604838967143345914,343604838967143345914
-55980,3547999774496624296640,3549286389243063150666
-55920,10308294539248611963,10308294539248611963
-55860,11440531259838589457,12009402510208785595
-55800,9797672095183775911,9797672095183803291
-55740,156736983089339669867,156736983089339669867
-55680,155465781947328374149,156155387769833633913
-55620,2939175463664809183834,2939175463664809183834
-55560,329490306400176201956,333942743149998814128
-55500,265259628814092601819,265259628814092647607
-55440,68868672722816100111,74106160892257715909
-55380,21997491513864657164,21997491513864682302
-55320,186275713465951230660,186282552705387183290
-55260,339761328984676366005,425586493436921503255
-55200,8801448325913855172899,8802099655590712194467
-55140,320826149999369654376,320826149999369654376
-55080,234536379131443831177,234536379131443839201
-55020,475313646622705098549,547501556697678025929
-54960,1474909532329942361948,1474909532329942361948
-54900,339105838988595487075,339105838988595487075
-54840,465419480714692113906,465419569934540004844
-54780,2268359915772489678901,2268724417929044693639
-54720,5539906404137859028903,5539906404137859040973
-54660,26466465452018457779,26466465452018457779
-54600,35858922048681053274,35860801389712709500
-54540,96196223251001806465,96196223251001806465
-54480,767249604690631509340,769395947195399708620
-54420,47063060148824769057477,47090582108261745472393
-54360,24992978115377386183697,24992978115377386183697
-54300,124979311814851581138,124979311814851581138
-54240,4296052948257048210392,4296052948257048210392
-54180,7369019178323665383701,7369019178323665383701
-54120,425205029274200599385,436039245460935854503
-54060,649148185315926656842,1093034182132502135222
-54000,12419986689624061440046,12558840438233439918584
-53940,103392339077758133349493,103392339172472954873511
-53880,507602367978296205940,607948417597494216838
-53820,10975890847023613276009,11010665451120115043991
-53760,1020490069376637259505,1456473502120412127431
-53700,34984642231949299672512,35434505467409178507926
-53640,1359030271467019053799,1359717569125288467263
-53580,10329316330180389059798,10329316330180389059798
-53520,10285680017700636268909,10289525762024798185289
-53460,53058755576312688808750,53062643933042960866216
-53400,32810677510482412966373,32897630963998476964653
-53340,15307801795617411602388,15355595550005054213638
-53280,180375268881374579791040,180406158564754398947086
-53220,20446573224180211603156,20535033623499275413570
-53160,60803503937965583754742,61127798418976732179752
-53100,72252110848231391674801,77884057527995704083659
-53040,1584989978920345538441,2334162380335426320043
-52980,779996821615710682669,779996821615710682669
-52920,-2793110071050145232611,2831434216610938266447
-52860,-98741449021289641624721,99539728124787521842853
-52800,-108886575800460784229243,126638476632486749221995
-52740,16766386771055034945034,178963180898550550298908
-52680,-39757425782536395644516,39887296744938726073602
-52620,-35344537417891789067140,35773764178504592190198
-52560,14318908187511830817922,200798061042609566167958
-52500,-178785826741758268146593,181960497831335243810205
-52440,-20501303532783601518258,22444700444602631577464
-52380,-7569098795583187231192,189182334936409636629458
-52320,2388525078693668797912,2395145779026745890372
-52260,43902328738185369876196,49710590456676832192524
-52200,-15051836659768494495740,19369972220879293275386
-52140,-9050016321810667307378,12015738104143960187924
-52080,-1427005762213927216873,180588634257867554934163
-52020,-68261509304170783688,89656144152373005746
-51960,22981373929239276691135,155122168821086453942255
-51900,568176231471154822717,1762428086546331949235
-51840,-573492089102262485348,573492089102262485348
-51780,-1314211316331890345913,177729772221779100699077
-51720,-3392390884080534722239,3411224867517799340421
-51660,-16677534093508793152744,191922481300383021871674
-51600,-797306898241916184354,826863684962740994136
-51540,-4411124848810358107246,4411124848810358107246
-51480,-44000944395621105995820,132661486351543703921650
-51420,-1748217886082994416503,4165067865937551041987
-51360,-1465346428646777128627,174057685776491780714929
-51300,-3954190623460360224660,3963909362616000689852
-51240,-121865383503288242700,235079799551127659566
-51180,-396128774712380365026,88577665535505783733940
-51120,1172209421027719273658,1952304968545408909374
-51060,-1385434708203482881501,171536396270978757603855
-51000,-62531892921738437103607,62541772468429883922937
-50940,-489871546529687630110,543461909430874448602
-50880,-595560444960791446236,619567781128857025466
-50820,-739001585752418026283,1061756863445717908077
-50760,4512730582081659300338,175576660843032893263132
-50700,178072053965149752903,309883015048955529119
-50640,-83186063043908089252338,86636644602415659815714
-50580,5615943700924576212,16274004042412014938
-50520,-4939400762788847994,4940146053276956246
-50460,-6132458765341289189389,6212787932126452972529
-50400,-74570037280418699318,74570037280418699318
-50340,-6394584447004138143698,7144043711149970058884
-50280,74400676327282546610,111086304679769529614
-50220,-78353000202135025083,155873717294503674769
-50160,-292556659575593718302,292556659575593718302
-50100,42090937458661316846,548665545016923522258
-50040,1552028992297106044798,1642623048768598533244
-49980,-6361058920190655502277,6468440079987908945591
-49920,-72464019232112668027,829570700826505568407
-49860,-157591190969110353374,157591190969110353374
-49800,737783313378941842575,893960531432460212145
-49740,-69668915384847912194,91115148802636478108
-49680,-1138017210386436812232,1139807920553834584822
-49620,982813180370968494758,3677251311207318136420
-49560,40110611233153969199998,40124431640622594529088
-49500,-10763764452550945986902,11260770769124192555934
-49440,-923833970357440436833,997748911237652582311
-49380,-39584232158209039708970,39584232158209039708970
-49320,-404225169977230123638,404225169977230123638
-49260,-965402802533495495872,965703223832833931532
-49200,-1676366029349050308523,1676366029349050308523
-49140,-1434674811531018542599,1434674811531018542599
-49080,-116221242354080390137,116221242354080390137
-49020,1105243966699608130559,2703419842572171795171
-48960,-1119258326006235901267,1123780301074343883745
-48900,-266749775560681486515,296760942337616413797
-48840,-1606498348861109106766,1606498348861109106766
-48780,-2513900008900046347664,2533757605656051120736
-48720,5098685497832040397,6190293444373447267
-48660,-2355096825741021800337,2355096825741021800337
-48600,-1789445275362178571893,2907215264355302320247
-48540,8943994014715768633738,9015372787344040162150
-48480,-184500610898033436165,184500610898033436165
-48420,-4137223932736805460215,4137223932736805460215
-48360,-9098062428254758619417,9098062428254758619417
-48300,-162691379296171079982,294720318491969415806
-48240,-112746542276887198464,125003219191160703354
-48180,-109154794460528908114,109154794460528908114
-48120,1187704938581702220511,1227104510952789257043
-48060,-1024822268714351173394,1044977707778356061412
-48000,-280495084717241231804,532893393054658760016
-47940,10691717361180920262,10697556892021255422
-47880,-2212993103135640447829,2354910418416082539081
-47820,-55806518481555947509,104463639871211709063
-47760,-1484214430511882390469,1484214430511882390469
-47700,-85181939564903970373,186423306116035897499
-47640,-5295195006836112874369,5295195006836112874369
-47580,-8348048213845817022417,8363615337490153451763
-47520,-1474146131897394389032,1474146131897394389032
-47460,-12798821790453837689377,12832288162315221506643
-47400,-2729279749906775192847,2896019670006778609425
-47340,-87391430584269952799,87391430584269952799
-47280,-90523765596689941433,112644068131410166677
-47220,-367652898603601767425,367652898603601767425
